SkillList
"J2EE,Spring,Hibernate,Agile"
"Java,Spring,Hibernate"
Keynote DeviceAnywhere
BLUE PRISM
MF
Microsoft.Net
Microsoft.Net
Microsoft.Net
"Marketing,Sourcing"
Microsoft.Net
Supply Chain Management
"Oracle RDBMS,QlikView,Data Warehousing,SQL,Business Intelligence (BI),ETL"
Informatica BI
SQL
Informatica BI
"Cloud,SQL,Java"
Project Management Framework
Backbase
Business Analytics
IBM MDM
Capital markets - Trading
Performance Testing
Java
Java
Selenium
Java
Selenium
Testing - ETL
Guidewire
Project Management Framework
"Java (Multi Skilled),Java"
Java
.Net 2.1
Identity & Access Management (IAM)
Performance Testing
Selenium
Guidewire PolicyCenter
"J2EE,Java (Multi Skilled),Java,Filenet"
Java
User Experience
UiPath
"Microsoft Azure,Angular.js"
(T) Testing Tools / Testing Automation / Performance Testing Tools
"Test Management,Testing Manual,Functional Testing"
"API Integrations- REST, SOAP , Powershell,Java"
"Selenium,Test Automation,Cucumber, Behat,Webservices"
Jenkins
"Java (Multi Skilled),SQL,Spring,Hibernate,Core Java(Threading,Java Collection,Exception,OOPS)"
ETL
"Data Warehousing,SQL,Tableau"
"Java (Multi Skilled),XSLT1.0,Microsoft SQL Server,Java,Actimize"
SAP ABAP
"BigData,Hadoop"
Hadoop-Spark
"Java,Spring"
Mulesoft ESB
Mulesoft API
"Java,Angular.js"
"C# .NET,REST API,SQL Server 2014,ASP.NET3.1,Windows Commn foundation(WCF),English,Microsoft IIS"
Functional Testing
Functional Testing
Functional Testing
Core Java
"Spring,Core Java"
"XML,Spring,SQL,Core Java"
Pega
"Windows,Java (Multi Skilled),Java,SQL"
Informatica MDM (formerly Syperian)
MS/Windows Dev OPS
MS/Windows Dev OPS
Selenium
Selenium
Thunderhead
SAS
"Cards Acquiring,UML,Automation - Chef, Puppet"
"J2EE,Spring,Hibernate,Agile"
"Java,Selenium,Test Automation,C#,Cucumber, Behat"
"Selenium,Test Automation,Cucumber, Behat,Java 7"
PMO (Project)
"Business Analytics,Cards Issuing"
"Business Analytics,Cards Issuing"
Agile
Java
Microsoft Dynamics CRM
"Business Analytics,Cards Issuing"
"Business Analytics,Cards Issuing"
"Project Management Framework,JDE Project Management Contract and Service Billing"
Kafka
Spring
Mulesoft ESB
BPM
BPM
Angular.js
Pega
Ab Initio
BigData
Ab Initio
"Financial Planning,Accounting,Financial Accounting"
"Java (Multi Skilled),Java"
Pega
Microsoft.Net
"JPA,Spring Integration,Spring Batch,Hibernate,Core Java"
Mainframe DB2
MongoDB
Informatica PowerCenter ETL
(T) Testing Tools / Testing Automation / Performance Testing Tools
Selenium
Asscential- DataStage
Java
"Java,Angular.js"
IBM Datastage
"BLUE PRISM,Robotic Business Process"
Salesforce (Technical)
"Selenium,C#,IBM Rational Test Workbench,CRM – MS Dynamics CRM"
Apigee
MS/Windows Dev OPS
Selenium
Project Management Framework
Guidewire
Service Desk Analysis
Microsoft Azure
ElasticSearch
"SAP ABAP,SAP ABAP HR,English"
Selenium
Data Mart
Java
"J2EE,Java (Multi Skilled),Java"
.Net with MVC
Business Analytics
Functional Testing
Hadoop
BLUE PRISM
J2EE
Power Designer Data Architect
"Testing Manual,Cards Acquiring"
"Microsoft Azure - Build , Administration and integration,AWS Redshift"
UI
Angular.js
Java
Java
Java
Test Automation
Mainframe Development Environment
Project Management Framework
Adobe
Mulesoft ESB
"(Consulting) - Business Analysis, Requirements"
Guidewire
C# .NET
MS/Windows Dev OPS
PMO (Project)
User Experience
"Guidewire ClaimCenter,Testing Manual"
"Sourcing,(T) Project Tools, Methodologies and Frameworks"
SAS
Hadoop-Spark
Java
Axiom
EXTJS
"Guidewire ClaimCenter,Testing Manual"
"J2EE,Spring,Hibernate,Agile"
Java
"SAS,Decision Strategy Manager"
"SOA,Webservices,LISA"
Salesforce (Functional)
Thunderhead
"Banking,Temenos"
"Amazon Web services - Build , Administration and integration"
"C#,jQuery,C,Angular.js,.Net with MVC"
"Java (Multi Skilled),Java"
"Java,Selenium,Test Automation,C#,Cucumber, Behat"
SAS
"Selenium,Guidewire,SOAP UI PRO,Insurance"
Peoplesoft (ERP)
.Net (WF)
Banking
C# .NET
"SOA,Webservices,LISA"
