SkillList
"Java,PYTHON,Jenkins,GIT,PowerShell ( Server Administration)"
"J2EE,Spring,Hibernate,Agile"
"(T) Testing Tools / Testing Automation / Performance Testing Tools,Java"
"Amazon Web services - Build , Administration and integration"
"Java (Multi Skilled),Java"
"(T) Project Tools, Methodologies and Frameworks"
Insurance
Insurance
"Testing Manual,Test Automation"
IBM Datastage
SQL
Angular.js
.Net (WF)
Business Consulting
(T) Testing Tools / Testing Automation / Performance Testing Tools
Informatica BI
"Hibernate,Spring,Java (Multi Skilled),Java"
Selenium
Java
Guidewire
Service Desk Analysis
"HP ALM,Test Case Execution"
Java
IBM Rational Functional Tester (RFT)
"Web Development,(T) Web Development Technologies"
Identity & Access Management (IAM)
Performance Testing
Java
UiPath
Performance Testing
User Experience
Java
"Java (Multi Skilled),Java"
"Microsoft Server 2008,SQL"
"MAVEN,Jenkins,Agile,Spring,Java (Multi Skilled),Java"
Thunderhead
"Selenium,Test Automation,Cucumber, Behat,Webservices"
Pega
"PL SQL,Oracle RDBMS,Hibernate,Spring,Java (Multi Skilled),Java"
Project Management Framework
"ASP.NET,.Net with MVC,jQuery,SQL Server 2012"
Tableau
Core Banking
"Unix,JavaScript,PYTHON"
Finacle
"SparkR,Data Warehousing,Java (Multi Skilled),Java,Hadoop"
"Java,SQL,UI,Spring,JUnit"
ETL
(T) Data Science and Analytics
"Microsoft,Microsoft.Net,Angular.js"
QlikView
Backbase
"Spring,Java (Multi Skilled),Java"
Hadoop
Android
"SQL,Perl,Unix Shellscript,Core Java(Threading,Java Collection,Exception,OOPS),XML"
Functional Testing
"Test Automation,(T) Mobile Development Technologies"
Informatica BI
"Oracle 10g,C++/Unix,Perl Scripting"
"(T) Project Tools, Methodologies and Frameworks"
"Credit Risk,SAS,Banking"
Temenos
"Windows,Java (Multi Skilled),Java,SQL"
Risk Management
MS/Windows Dev OPS
"Insurance,Guidewire"
"J2EE,Spring,Hibernate,REST"
QlikView
Java
"Java,API Integrations- REST, SOAP , Powershell"
Agile
"Selenium,TOSCA"
Cards Acquiring
Java
Test Automation
Mainframe Development Environment
Ab Initio
Ab Initio
"Amazon Web services - Build , Administration and integration"
Adobe
Fundtech - Global PayPlus (GPP)
Mulesoft ESB
Mulesoft ESB
Pega
"Open Span,UIAutomation"
Adobe
Mulesoft ESB
"Hibernate,Spring,Java (Multi Skilled),Java"
Java
"Java,JavaScript"
"(T) Project Tools, Methodologies and Frameworks,Quality (CMMi Model),Quality (ISO certification),Quality Assurance"
Hadoop
Java
"Capital markets - Wealth Management,Business Analytics"
Java
"Data Warehousing,ETL"
Oracle DB PL/SQL
"Java,Angular.js"
ETL Testing
Informatica PowerCenter
ETL Testing
Performance Testing
Temenos
P&C Insurance
Microservices Architecture
"Unix,Oracle DB PL/SQL"
"Functional Testing,SQL,Banking"
Performance Testing
IBM WebSphere (WAS)
"Pivotal Cloud Foundry  - Build and Administration,Spring Batch"
Performance Testing
Guidewire
