SkillList
"J2EE,Spring,Hibernate,Agile"
"Java,Selenium,Test Automation,C#,Cucumber, Behat"
Oracle 9i
Oracle Database UNIX Scripting
"ETL,AWS Redshift,PYTHON"
"Pivotal Cloud Foundry  - Build and Administration,Amazon Web services - Build , Administration and integration,Hibernate,Spring,Core Java"
BPM
BPM
(T) Mobile Development Technologies
Microsoft.Net
"JPA,Spring Integration,Spring Batch,Hibernate,Core Java"
"Java (Multi Skilled),Unix Shellscript"
"Unix,Java"
Business Analytics
"Agile Software Development,Teradata,Business Consulting"
Pega
"J2EE,Microsoft ML,Python 2.5x programming,Splunk"
Informatica PowerCenter ETL
MS/Windows Dev OPS
Java
Angular.js
V+
Test Automation
Test Automation
"API Integrations- REST, SOAP , Powershell"
Websphere Portal Server
Microsoft.Net
Web Development
Identity & Access Management (IAM)
Performance Testing
Talend
LOAD RUNNER
Functional Testing
Angular.js
Angular.js
Angular.js
"jQuery,Angular.js,Agile,.Net with MVC"
"Agile,Adobe"
SQL
"SQL,Tableau"
Microsoft-Excel VBA
"C++/Unix,SYBASE,Oracle RDBMS,VC++"
ETL
"Microsoft.Net,Windows,Agile,Incident Mgmt,Linux,Oracle RDBMS"
Tableau
(T) Data and Semantic Modelling
Siebel EIM
Finacle
Angular.js
Android
iOS Development
"SQL,Informatica PowerCenter"
"SQL,Informatica BI"
MarkLogic
"Struts,Hibernate,SQL,Core Java"
Adobe
Security - Certified Information Systems Security Professional (CISSP)
Functional Testing
Functional Testing
Functional Testing
"Business Objects,Agile,Business Objects Reporting"
"XML,Spring,SQL,Core Java"
"SAS,SAS Programming - Base & Advance,Banking"
"Banking,Java (Multi Skilled),Java,Scrum"
Functional Testing
MS/Windows Dev OPS
Angular.js
Mainframe Database - DB2 (z/OS)
PMO (Project)
Informatica BI
Java
"Mainframe applications,VSAM,JCL,TRAMS,COBOL"
Java
"Business Analytics,Cards Issuing"
Agile
Kafka
Kafka
"Java,Angular.js,JavaScript,Spring,CSS,HTML,JavaScript UI"
"Selenium,TOSCA"
Java
Splunk
Temenos
BPM
"Java (Multi Skilled),Java"
Guidewire
Ab Initio
"Hibernate,Spring,Java (Multi Skilled),Java"
"Vision Plus,Java (Multi Skilled),Java"
Selenium
Java 7
Core Banking
Microsoft.Net
"Java (Multi Skilled),Java"
"Business Operations,Banking"
Sourcing
Insurance
"(T) Project Tools, Methodologies and Frameworks"
Informatica BI
UiPath
OBIEE
Hadoop
"J2EE,Java (Multi Skilled),Java,BPM"
Java
Functional Testing
Guidewire
Insurance
P&C Insurance
"Microsoft Azure - Build , Administration and integration,AWS Redshift"
Microservices Architecture
Websphere Portal Server
SQL
Tableau
Guidewire
BPM
Insurance
(T) Testing Tools / Testing Automation / Performance Testing Tools
ETL Testing
ETL Testing
Test Automation
"Mainframe applications,DB2,COBOL 74"
"UI,UI Customization,Backbone.js"
ETL
BLUE PRISM
"(Consulting) - Business Analysis, Requirements"
Salesforce (Technical)
"Selenium,Test Automation,Cucumber, Behat,Webservices"
"Business Analytics,Cards Issuing"
Java (Multi Skilled)
Oracle DB PL/SQL
"Mulesoft API,Microservices Architecture"
Ab Initio
Angular.js
SAS
Service Now
Ab Initio
BPM
"ETL Server/Warehouse,(T) Data and Semantic Modelling,(T) Relational Databases,Data Warehousing"
"ETL,AWS Redshift,PYTHON"
Java
Java (Multi Skilled)
Oracle 9i
"SOA,Webservices,LISA"
(T) Data and Semantic Modelling
(T) Data and Semantic Modelling
(T) Data and Semantic Modelling
"(T) Mobile Development Technologies,BPM"
"(T) Mobile Development Technologies,BPM"
"(T) Mobile Development Technologies,BPM"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Adobe
Adobe
Adobe
Adobe
Adobe
Adobe
Adobe
Adobe
