SkillList
Ab Initio
BigData
Ab Initio
"Financial Planning,Accounting,Financial Accounting"
"Java (Multi Skilled),Java"
Pega
Microsoft.Net
"JPA,Spring Integration,Spring Batch,Hibernate,Core Java"
Mainframe DB2
MongoDB
Informatica PowerCenter ETL
(T) Testing Tools / Testing Automation / Performance Testing Tools
Selenium
Asscential- DataStage
Java
"Java,Angular.js"
IBM Datastage
"BLUE PRISM,Robotic Business Process"
Salesforce (Technical)
"Selenium,C#,IBM Rational Test Workbench,CRM – MS Dynamics CRM"
Apigee
MS/Windows Dev OPS
Selenium
Project Management Framework
Guidewire
Service Desk Analysis
Microsoft Azure
ElasticSearch
"SAP ABAP,SAP ABAP HR,English"
Selenium
Data Mart
Java
"J2EE,Java (Multi Skilled),Java"
Business Analytics
Functional Testing
Hadoop
BLUE PRISM
J2EE
"Microsoft Azure - Build , Administration and integration,AWS Redshift"
UI
Angular.js
Java
Java
Java
Test Automation
Mainframe Development Environment
Project Management Framework
Adobe
Mulesoft ESB
"(Consulting) - Business Analysis, Requirements"
Guidewire
C# .NET
MS/Windows Dev OPS
PMO (Project)
User Experience
"Guidewire ClaimCenter,Testing Manual"
"Sourcing,(T) Project Tools, Methodologies and Frameworks"
SAS
Hadoop-Spark
Java
Axiom
EXTJS
"Guidewire ClaimCenter,Testing Manual"
"J2EE,Spring,Hibernate,Agile"
Java
"SAS,Decision Strategy Manager"
"SOA,Webservices,LISA"
Salesforce (Functional)
Thunderhead
"Banking,Temenos"
"Amazon Web services - Build , Administration and integration"
"C#,jQuery,C,Angular.js,.Net with MVC"
"Java (Multi Skilled),Java"
"Java,Selenium,Test Automation,C#,Cucumber, Behat"
SAS
"Selenium,Guidewire,SOAP UI PRO,Insurance"
Peoplesoft (ERP)
.Net (WF)
Banking
C# .NET
"SOA,Webservices,LISA"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
"Agile,ETL,AWS Redshift,PYTHON"
"Amazon Web services - Build , Administration and integration"
"Amazon Web services - Build , Administration and integration"
"Amazon Web services - Build , Administration and integration"
"Amazon Web services - Build , Administration and integration"
Angular.js
Angular.js
Angular.js
"Angular.js,CSS,HTML"
"Angular.js,CSS,HTML"
"Angular.js,CSS,HTML"
"Angular.js,CSS,HTML"
Axiom
Axiom
Axiom
Axiom
BPM
BPM
BPM
"Business Analytics,Cards Issuing"
"Business Analytics,Cards Issuing"
"Business Analytics,Cards Issuing"
"Business Analytics,Cards Issuing"
"Business Analytics,Cards Issuing"
"Business Analytics,Cards Issuing"
"Business Analytics,Cards Issuing"
Defect Tracking
Defect Tracking
Defect Tracking
"Defect Tracking,Testing SAP,Test Case Execution,Selenium,ETL"
"Defect Tracking,Testing SAP,Test Case Execution,Selenium,ETL"
"Defect Tracking,Testing SAP,Test Case Execution,Selenium,ETL"
Informatica MDM (formerly Syperian)
Informatica MDM (formerly Syperian)
Informatica MDM (formerly Syperian)
Informatica MDM (formerly Syperian)
Informatica MDM (formerly Syperian)
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,Agile"
"J2EE,Spring,Hibernate,REST"
"J2EE,Spring,Hibernate,REST"
"J2EE,Spring,Hibernate,REST"
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java (Multi Skilled)
Java (Multi Skilled)
Java (Multi Skilled)
Java (Multi Skilled)
Java (Multi Skilled)
"Java (Multi Skilled),Java"
"Java (Multi Skilled),Java"
"Java (Multi Skilled),Java"
"Java (Multi Skilled),Java"
"Java,API Integrations- REST, SOAP , Powershell"
"Java,API Integrations- REST, SOAP , Powershell"
"Java,API Integrations- REST, SOAP , Powershell"
"Java,API Integrations- REST, SOAP , Powershell"
"Java,API Integrations- REST, SOAP , Powershell"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,J2EE,Cloud"
"Java,PL SQL,Cloud,Dynamics CRM 2011,JMX"
"Java,PL SQL,Cloud,Dynamics CRM 2011,JMX"
"Java,PL SQL,Cloud,Dynamics CRM 2011,JMX"
"Java,PL SQL,Cloud,Dynamics CRM 2011,JMX"
"Java,PL SQL,Cloud,Dynamics CRM 2011,JMX"
"Java,PYTHON,Jenkins,GIT,PowerShell ( Server Administration)"
"Java,PYTHON,Jenkins,GIT,PowerShell ( Server Administration)"
"Java,PYTHON,Jenkins,GIT,PowerShell ( Server Administration)"
Kafka
Kafka
Kafka
Kafka
Kafka
MS/Windows Dev OPS
MS/Windows Dev OPS
MS/Windows Dev OPS
MS/Windows Dev OPS
MS/Windows Dev OPS
MS/Windows Dev OPS
MS/Windows Dev OPS
MS/Windows Dev OPS
MS/Windows Dev OPS
Mainframe Development Environment
Mainframe Development Environment
Mainframe Development Environment
"Mainframe applications,Cards Issuing"
"Mainframe applications,Cards Issuing"
"Mainframe applications,Cards Issuing"
"Mainframe applications,Cards Issuing"
"Mainframe applications,VSAM,JCL,TRAMS,COBOL"
"Mainframe applications,VSAM,JCL,TRAMS,COBOL"
"Mainframe applications,VSAM,JCL,TRAMS,COBOL"
Manual Security Testing
Manual Security Testing
Manual Security Testing
Mulesoft ESB
Mulesoft ESB
PMO (Project)
PMO (Project)
PMO (Project)
PMO (Project)
PMO (Project)
PMO (Project)
PMO (Project)
"PYTHON,Mainframe - Storage & Backup,AWS Redshift"
"PYTHON,Mainframe - Storage & Backup,AWS Redshift"
"PYTHON,Mainframe - Storage & Backup,AWS Redshift"
SAS Enterprise Guide
SAS Enterprise Guide
SAS Enterprise Guide
SAS Enterprise Guide
SQL
SQL
SQL
"SQL,ETL"
"SQL,ETL"
"SQL,ETL"
Selenium
Selenium
Selenium
Selenium
Selenium
Selenium
Selenium
Teradata
Teradata
Teradata
Teradata
Teradata
"VisionPlus CMS,VisionPlus FAS"
"VisionPlus CMS,VisionPlus FAS"
"VisionPlus CMS,VisionPlus FAS"
